,Body_Type,Diet,Gender,Social_Activity,How_Often_Shower,Heating_Energy_Source,Transport,Vehicle_Type,Waste_Bag_Size,Frequency_Travelling_Air,New_Clothes_Monthly,Waste_Bag_Weekly,Monthly_Grocery_Bill,Daily_TV_PC_Hour,Vehicle_Monthly_Distance,Energy_Efficiency
7131,athletic,pescetarian,other,moderate,daily,solar,public,hybrid,medium,never,11.0,3.0,63.0,11.05,4316.0,6.68
7132,average,vegetarian,male,high,frequently,solar,bike,diesel,large,rarely,1.0,3.0,537.0,10.68,4498.0,1.42
7133,overweight,omnivore,female,high,rarely,electricity,hybrid,petrol,large,never,15.0,1.0,163.0,4.8,546.0,9.4
7134,underweight,pescetarian,other,low,daily,gas,walk,petrol,medium,never,18.0,6.0,279.0,4.43,3519.0,9.7
7135,average,pescetarian,other,high,daily,gas,private,diesel,medium,rarely,0.0,1.0,115.0,9.33,1504.0,9.41
7136,average,vegan,other,low,daily,electricity,bike,diesel,large,frequently,1.0,1.0,504.0,10.81,3253.0,3.13
7137,athletic,vegan,other,low,frequently,electricity,bike,hybrid,small,frequently,11.0,2.0,296.0,9.02,2401.0,8.74
7138,underweight,pescetarian,male,moderate,twice a day,solar,bike,electric,large,never,3.0,3.0,269.0,6.98,1820.0,4.49
7139,overweight,omnivore,female,low,frequently,electricity,private,hybrid,medium,rarely,6.0,4.0,443.0,6.69,3006.0,7.28
7140,underweight,omnivore,male,high,frequently,solar,hybrid,petrol,extra large,frequently,16.0,3.0,394.0,5.56,2789.0,2.7
7141,underweight,pescetarian,other,low,twice a day,gas,bike,electric,medium,rarely,4.0,1.0,583.0,5.46,4226.0,4.79
7142,underweight,vegetarian,other,high,frequently,electricity,walk,electric,small,frequently,1.0,7.0,124.0,0.68,3898.0,9.05
7143,underweight,vegetarian,female,low,rarely,solar,public,electric,medium,never,12.0,4.0,153.0,2.59,2172.0,5.12
7144,underweight,omnivore,female,moderate,twice a day,gas,private,hybrid,medium,rarely,7.0,6.0,555.0,1.73,3206.0,9.37
7145,athletic,vegan,male,moderate,rarely,gas,hybrid,hybrid,large,never,17.0,7.0,535.0,5.63,1849.0,4.21
7146,athletic,vegetarian,female,low,rarely,wood,walk,diesel,small,never,3.0,6.0,323.0,3.47,3973.0,6.35
7147,average,vegetarian,male,low,daily,gas,private,hybrid,large,never,5.0,4.0,560.0,4.54,2320.0,4.98
7148,athletic,vegan,male,low,daily,electricity,private,hybrid,extra large,rarely,8.0,4.0,118.0,11.66,634.0,2.16
7149,average,vegetarian,other,moderate,twice a day,electricity,public,electric,extra large,frequently,9.0,3.0,60.0,9.17,4045.0,5.31
7150,average,pescetarian,male,low,frequently,solar,public,electric,small,never,3.0,1.0,460.0,1.68,2238.0,4.24
7151,overweight,vegetarian,other,low,rarely,electricity,hybrid,hybrid,extra large,rarely,3.0,6.0,493.0,9.71,3757.0,2.77
7152,underweight,vegan,male,high,frequently,gas,bike,petrol,extra large,frequently,6.0,6.0,469.0,5.31,883.0,4.81
7153,athletic,pescetarian,male,moderate,rarely,solar,public,electric,medium,never,13.0,6.0,461.0,10.25,3751.0,3.55
7154,overweight,vegetarian,female,moderate,daily,gas,hybrid,diesel,large,frequently,11.0,7.0,371.0,9.12,725.0,3.32
7155,athletic,omnivore,female,low,daily,wood,private,petrol,large,frequently,14.0,1.0,568.0,6.22,497.0,8.73
7156,average,pescetarian,other,low,daily,solar,bike,electric,large,rarely,16.0,7.0,145.0,8.64,4019.0,7.9
7157,athletic,pescetarian,female,high,twice a day,wood,walk,diesel,small,rarely,12.0,5.0,452.0,11.25,3282.0,7.09
7158,underweight,omnivore,male,low,rarely,solar,private,electric,medium,rarely,0.0,2.0,576.0,6.46,4022.0,4.28
7159,average,omnivore,other,moderate,frequently,electricity,hybrid,diesel,medium,frequently,12.0,3.0,392.0,1.79,4573.0,3.08
7160,average,vegetarian,other,high,rarely,gas,walk,electric,small,frequently,15.0,6.0,351.0,6.82,2790.0,6.68
7161,overweight,vegetarian,other,moderate,frequently,solar,private,electric,large,rarely,12.0,7.0,161.0,0.56,2445.0,3.51
7162,underweight,vegan,male,low,frequently,electricity,public,hybrid,medium,frequently,8.0,5.0,357.0,5.45,1306.0,7.75
7163,average,vegan,female,high,frequently,electricity,hybrid,petrol,medium,frequently,17.0,5.0,585.0,2.68,4389.0,5.34
7164,underweight,pescetarian,other,moderate,rarely,electricity,walk,petrol,large,frequently,15.0,6.0,103.0,7.75,1847.0,9.19
7165,athletic,omnivore,male,moderate,daily,wood,public,hybrid,extra large,rarely,19.0,5.0,327.0,4.79,2712.0,9.07
7166,underweight,omnivore,female,moderate,twice a day,electricity,walk,electric,small,never,11.0,7.0,283.0,6.18,4605.0,4.99
7167,average,vegan,female,low,twice a day,solar,bike,petrol,medium,never,7.0,3.0,247.0,10.7,4214.0,9.59
7168,overweight,pescetarian,other,low,daily,wood,bike,diesel,large,rarely,0.0,2.0,480.0,5.51,4568.0,6.95
7169,average,pescetarian,male,low,twice a day,gas,hybrid,diesel,extra large,frequently,12.0,4.0,309.0,11.97,4053.0,6.45
7170,underweight,vegan,female,low,frequently,electricity,walk,electric,large,rarely,18.0,2.0,211.0,1.64,210.0,1.84
7171,underweight,vegan,male,moderate,twice a day,solar,bike,electric,large,never,12.0,2.0,228.0,10.29,965.0,9.84
7172,average,vegan,female,high,rarely,solar,private,diesel,extra large,rarely,2.0,6.0,280.0,4.36,2451.0,1.82
7173,underweight,vegetarian,other,low,daily,wood,private,electric,small,never,0.0,7.0,455.0,9.54,1819.0,3.43
7174,athletic,pescetarian,other,high,daily,gas,bike,hybrid,medium,never,13.0,6.0,502.0,5.99,256.0,2.53
7175,average,pescetarian,female,moderate,daily,wood,bike,petrol,small,rarely,0.0,1.0,108.0,6.28,1688.0,1.51
7176,overweight,pescetarian,male,low,daily,electricity,hybrid,diesel,small,rarely,4.0,5.0,346.0,6.4,1917.0,9.99
7177,average,vegan,female,moderate,rarely,gas,hybrid,hybrid,large,never,4.0,5.0,210.0,5.976738412253479,3076.0,3.87
7178,athletic,vegan,male,low,frequently,gas,private,diesel,large,frequently,10.0,4.0,118.0,0.64,1832.0,1.41
7179,athletic,vegan,female,low,frequently,gas,public,diesel,large,frequently,18.0,1.0,456.0,7.84,3789.0,2.12
7180,athletic,vegan,other,high,frequently,wood,walk,electric,small,never,11.0,4.0,223.0,0.31,2732.0,3.13
7181,athletic,omnivore,male,moderate,twice a day,solar,public,petrol,medium,frequently,7.0,6.0,406.0,8.72,574.0,1.35
7182,athletic,vegan,other,moderate,frequently,wood,hybrid,hybrid,large,never,9.0,3.0,337.0,3.88,3293.0,2.32
7183,overweight,vegetarian,male,moderate,twice a day,solar,public,diesel,extra large,never,17.0,1.0,255.0,4.75,2334.0,1.29
7184,underweight,omnivore,female,high,rarely,wood,hybrid,diesel,medium,never,8.0,5.0,82.0,9.03,1598.0,2.5
7185,athletic,omnivore,other,high,twice a day,solar,public,electric,medium,rarely,10.0,4.0,502.0,1.81,3645.0,5.01
7186,athletic,vegan,other,moderate,frequently,solar,private,hybrid,medium,rarely,4.0,1.0,212.0,7.79,3400.0,9.78
7187,average,pescetarian,male,moderate,daily,gas,hybrid,electric,extra large,rarely,12.0,1.0,282.0,6.87,3302.0,7.09
7188,overweight,vegan,male,low,rarely,solar,private,electric,extra large,never,12.0,2.0,160.0,5.0,3869.0,5.83
7189,overweight,pescetarian,male,low,frequently,electricity,public,hybrid,large,rarely,3.0,1.0,535.0,7.51,1016.0,9.91
7190,underweight,vegan,other,high,frequently,electricity,bike,petrol,medium,frequently,16.0,1.0,119.0,4.32,3169.0,7.33
7191,overweight,vegan,female,low,frequently,solar,bike,electric,small,frequently,13.0,5.0,552.0,3.17,1736.0,4.33
7192,average,pescetarian,male,moderate,rarely,solar,walk,diesel,small,rarely,8.0,3.0,147.0,1.07,1547.0,8.14
7193,average,pescetarian,female,moderate,daily,solar,bike,petrol,small,rarely,1.0,4.0,105.0,7.09,4907.0,5.34
7194,underweight,pescetarian,male,low,daily,solar,walk,diesel,large,never,3.0,3.0,371.0,11.52,2729.0,1.36
7195,average,pescetarian,female,low,daily,gas,public,petrol,small,rarely,10.0,1.0,399.0,9.67,4252.0,6.72
7196,athletic,vegetarian,male,high,frequently,electricity,walk,diesel,medium,rarely,9.0,7.0,484.0,1.13,2793.0,7.57
7197,athletic,pescetarian,female,low,twice a day,gas,walk,electric,large,rarely,4.0,5.0,378.0,2.63,4570.0,9.81
7198,average,vegan,other,high,frequently,electricity,walk,electric,large,never,15.0,5.0,182.0,7.79,1822.0,1.88
7199,underweight,vegan,male,low,daily,solar,private,electric,extra large,frequently,5.0,5.0,449.0,0.02,3978.0,3.9
7200,overweight,vegetarian,male,low,rarely,electricity,walk,hybrid,medium,never,4.0,5.0,523.0,6.76,3297.0,7.5
7201,underweight,pescetarian,other,low,twice a day,electricity,hybrid,electric,small,rarely,12.0,2.0,563.0,11.69,1704.0,6.81
7202,overweight,vegan,male,low,twice a day,wood,public,petrol,medium,rarely,8.0,1.0,208.0,4.23,3501.0,5.65
7203,average,vegetarian,male,moderate,frequently,wood,private,electric,medium,frequently,9.0,7.0,391.0,10.72,663.0,2.7
7204,average,vegan,other,moderate,rarely,solar,hybrid,hybrid,large,rarely,1.0,2.0,466.0,1.29,1994.0,2.9
7205,athletic,vegetarian,other,moderate,twice a day,gas,public,diesel,small,never,14.0,7.0,176.0,0.56,3209.0,9.72
7206,overweight,vegetarian,female,low,daily,wood,private,hybrid,small,never,9.0,2.0,439.0,4.17,3754.0,1.95
7207,underweight,omnivore,other,high,frequently,solar,public,petrol,small,never,11.0,1.0,479.0,6.95,2514.0,7.58
7208,average,omnivore,other,low,frequently,gas,bike,petrol,extra large,never,2.0,5.0,220.0,10.01,1709.0,1.02
7209,underweight,pescetarian,male,moderate,daily,wood,public,hybrid,medium,rarely,14.0,4.0,546.0,2.22,284.0,2.11
7210,athletic,omnivore,other,high,daily,electricity,bike,diesel,large,never,18.0,5.0,573.0,3.14,3818.0,8.69
7211,overweight,vegetarian,male,high,daily,wood,bike,electric,large,rarely,12.0,5.0,395.0,5.75,3477.0,3.79
7212,overweight,vegan,other,moderate,twice a day,solar,public,petrol,large,never,2.0,2.0,164.0,4.15,1963.0,9.95
7213,average,vegan,other,low,rarely,wood,bike,electric,small,frequently,12.0,3.0,98.0,0.05,395.0,7.58
7214,overweight,pescetarian,female,high,twice a day,wood,private,diesel,small,frequently,4.0,5.0,430.0,3.97,4235.0,4.3
7215,average,omnivore,other,high,rarely,gas,bike,petrol,large,never,10.0,1.0,457.0,3.13,4797.0,4.84
7216,athletic,pescetarian,other,moderate,frequently,gas,walk,diesel,medium,frequently,16.0,1.0,182.0,6.06,4049.0,3.17
7217,overweight,vegetarian,male,high,rarely,electricity,private,diesel,large,frequently,18.0,1.0,249.0,1.39,4447.0,8.36
7218,average,omnivore,male,high,daily,solar,private,hybrid,medium,frequently,19.0,7.0,295.0,8.22,3764.0,1.07
7219,underweight,pescetarian,female,high,twice a day,electricity,private,diesel,large,frequently,11.0,2.0,532.0,3.53,1292.0,3.15
7220,average,vegan,other,low,daily,electricity,walk,petrol,medium,rarely,4.0,4.0,242.0,2.76,284.0,8.83
7221,overweight,vegan,male,low,frequently,wood,walk,hybrid,large,never,16.0,4.0,568.0,3.66,2186.0,9.77
7222,athletic,pescetarian,other,moderate,twice a day,electricity,walk,petrol,extra large,frequently,18.0,4.0,64.0,5.51,4861.0,4.95
7223,overweight,pescetarian,female,low,twice a day,gas,walk,hybrid,extra large,rarely,10.0,5.0,206.0,10.65,2242.0,8.45
7224,overweight,pescetarian,male,high,daily,electricity,walk,hybrid,small,frequently,1.0,5.0,563.0,8.25,4502.0,8.34
7225,average,vegetarian,male,low,twice a day,solar,hybrid,diesel,small,rarely,5.0,3.0,376.0,2.13,4778.0,7.95
7226,underweight,vegetarian,female,high,daily,electricity,hybrid,diesel,small,never,2.0,3.0,522.0,8.07,2205.0,8.58
7227,overweight,vegan,other,high,rarely,solar,walk,electric,small,rarely,14.0,3.0,360.0,1.84,4218.0,9.51
7228,underweight,vegetarian,male,low,frequently,solar,private,petrol,large,never,17.0,2.0,475.0,3.82,397.0,1.48
7229,average,vegetarian,male,low,daily,electricity,bike,petrol,extra large,rarely,16.0,4.0,503.0,5.56,959.0,4.23
7230,underweight,omnivore,female,low,frequently,electricity,bike,electric,small,rarely,14.0,5.0,501.0,7.63,1035.0,7.31
7231,average,vegetarian,female,low,twice a day,electricity,hybrid,diesel,medium,frequently,1.0,3.0,574.0,5.64,801.0,2.75
7232,athletic,omnivore,female,moderate,frequently,solar,walk,petrol,medium,frequently,4.0,2.0,214.0,7.0,2928.0,5.78
7233,underweight,vegetarian,other,low,frequently,gas,public,petrol,small,rarely,4.0,6.0,185.0,8.19,3341.0,6.61
7234,underweight,vegan,other,moderate,frequently,wood,bike,diesel,small,rarely,8.0,3.0,301.0,11.54,3749.0,2.51
7235,athletic,pescetarian,other,high,twice a day,electricity,bike,hybrid,small,rarely,5.0,5.0,186.0,10.87,2702.0,7.16
7236,underweight,vegan,female,moderate,rarely,wood,private,diesel,large,never,18.0,3.0,493.0,6.08,660.0,1.34
7237,athletic,vegetarian,male,high,rarely,electricity,bike,electric,medium,rarely,9.0,7.0,266.0,8.91,1775.0,1.25
7238,overweight,pescetarian,other,moderate,rarely,solar,hybrid,petrol,medium,never,18.0,7.0,136.0,5.26,1369.0,7.67
7239,average,pescetarian,female,moderate,daily,solar,walk,hybrid,medium,never,18.0,2.0,546.0,11.59,2187.0,6.87
7240,athletic,pescetarian,other,high,daily,wood,walk,electric,extra large,never,15.0,6.0,223.0,0.93,607.0,7.88
7241,underweight,omnivore,male,moderate,twice a day,gas,bike,diesel,large,never,11.0,6.0,451.0,2.46,3007.0,1.13
7242,athletic,vegan,male,high,rarely,solar,public,hybrid,extra large,never,8.0,2.0,166.0,3.1,1755.0,1.7
7243,underweight,omnivore,female,low,frequently,wood,hybrid,petrol,large,never,2.0,3.0,364.0,3.38,4195.0,3.76
7244,overweight,pescetarian,male,high,rarely,solar,bike,hybrid,medium,never,16.0,5.0,366.0,3.3,4327.0,1.93
7245,athletic,vegan,female,moderate,daily,electricity,hybrid,petrol,medium,rarely,9.0,2.0,544.0,7.26,4287.0,3.98
7246,overweight,vegan,female,low,twice a day,wood,public,diesel,extra large,never,17.0,7.0,545.0,10.73,3725.0,6.04
7247,average,vegetarian,female,moderate,rarely,wood,hybrid,hybrid,medium,rarely,6.0,4.0,485.0,0.81,2368.0,5.97
7248,underweight,omnivore,female,low,daily,electricity,hybrid,hybrid,small,rarely,6.0,2.0,314.0,9.98,3028.0,1.82
7249,underweight,omnivore,male,high,daily,wood,hybrid,hybrid,large,never,8.0,1.0,283.0,3.6,1401.0,1.65
7250,overweight,vegetarian,male,low,frequently,electricity,walk,petrol,medium,rarely,15.0,3.0,63.0,7.07,4263.0,1.4
7251,average,omnivore,male,low,rarely,gas,public,diesel,small,rarely,10.0,4.0,381.0,7.91,1707.0,8.92
7252,athletic,pescetarian,male,low,frequently,electricity,walk,diesel,extra large,never,8.0,5.0,281.0,6.74,4266.0,7.86
7253,athletic,pescetarian,female,moderate,rarely,gas,private,petrol,medium,rarely,0.0,7.0,322.0,1.13,2539.0,8.41
7254,underweight,omnivore,female,low,twice a day,wood,bike,hybrid,medium,rarely,11.0,4.0,578.0,5.81,4725.0,1.17
7255,overweight,vegetarian,male,high,rarely,electricity,walk,petrol,large,frequently,2.0,6.0,356.0,0.75,2207.0,7.46
7256,overweight,vegan,other,high,frequently,wood,hybrid,petrol,medium,frequently,19.0,6.0,489.0,0.03,4652.0,6.7
7257,athletic,omnivore,other,high,frequently,gas,private,electric,large,never,18.0,2.0,291.0,2.42,544.0,1.87
7258,average,vegan,other,low,daily,solar,public,diesel,extra large,never,7.0,2.0,85.0,3.57,839.0,6.24
7259,average,vegetarian,male,high,rarely,solar,public,petrol,large,never,6.0,1.0,367.0,8.24,642.0,1.58
7260,athletic,vegan,female,moderate,rarely,solar,walk,hybrid,extra large,never,4.0,7.0,67.0,4.61,4658.0,5.08
7261,athletic,vegetarian,female,high,twice a day,solar,hybrid,petrol,medium,never,4.0,6.0,550.0,5.87,3924.0,7.15
7262,overweight,vegetarian,other,low,daily,solar,hybrid,petrol,small,frequently,19.0,4.0,411.0,7.18,1291.0,1.55
7263,average,pescetarian,other,high,frequently,gas,public,petrol,extra large,frequently,4.0,2.0,428.0,0.41,301.0,5.6
7264,athletic,pescetarian,female,low,rarely,solar,hybrid,hybrid,medium,rarely,11.0,5.0,475.0,4.17,1579.0,7.21
7265,athletic,vegetarian,other,low,daily,solar,bike,electric,extra large,frequently,19.0,5.0,534.0,5.12,3772.0,1.46
7266,underweight,omnivore,other,high,twice a day,wood,walk,petrol,medium,never,4.0,6.0,315.0,3.14,3847.0,8.83
7267,athletic,pescetarian,female,moderate,daily,electricity,walk,diesel,medium,frequently,6.0,4.0,398.0,4.51,4201.0,4.19
7268,athletic,vegetarian,other,moderate,rarely,electricity,hybrid,petrol,small,rarely,0.0,4.0,292.0,5.92,1658.0,3.83
7269,average,vegan,other,high,rarely,electricity,public,electric,large,never,18.0,1.0,529.0,7.06,4807.0,2.09
7270,overweight,vegan,male,low,twice a day,electricity,bike,petrol,small,never,1.0,4.0,556.0,3.49,3104.0,9.87
7271,average,omnivore,other,high,twice a day,gas,bike,diesel,extra large,rarely,11.0,5.0,400.0,8.38,954.0,6.2
7272,overweight,vegan,male,low,twice a day,electricity,bike,electric,small,frequently,9.0,4.0,214.0,10.33,728.0,6.25
7273,underweight,vegan,female,low,frequently,wood,private,diesel,medium,rarely,15.0,2.0,210.0,1.6,1415.0,6.49
7274,athletic,vegetarian,male,low,daily,gas,hybrid,diesel,medium,never,10.0,2.0,271.0,3.48,1465.0,4.76
7275,underweight,vegan,female,moderate,daily,solar,bike,diesel,small,never,17.0,6.0,152.0,4.15,2490.0,4.45
7276,overweight,vegan,male,moderate,daily,wood,hybrid,electric,extra large,frequently,11.0,6.0,59.0,1.26,940.0,5.94
7277,average,vegan,male,high,frequently,wood,public,electric,large,rarely,8.0,7.0,497.0,7.34,2432.0,2.49
7278,average,vegan,male,moderate,daily,solar,public,diesel,large,frequently,6.0,4.0,235.0,2.53,3617.0,6.3
7279,underweight,vegetarian,other,low,twice a day,solar,public,diesel,medium,never,6.0,3.0,212.0,10.88,4616.0,5.48
7280,overweight,vegan,other,low,daily,wood,private,hybrid,large,rarely,12.0,4.0,554.0,1.66,1288.0,2.33
7281,underweight,omnivore,other,high,frequently,gas,public,electric,large,rarely,19.0,7.0,205.0,8.72,3460.0,8.02
7282,underweight,pescetarian,other,low,frequently,solar,hybrid,petrol,extra large,frequently,12.0,1.0,104.0,7.89,1877.0,1.68
7283,athletic,omnivore,other,high,daily,electricity,walk,electric,large,never,19.0,5.0,539.0,5.62,403.0,3.16
7284,underweight,pescetarian,male,high,frequently,wood,walk,hybrid,small,rarely,4.0,5.0,186.0,6.2,1098.0,2.52
7285,athletic,omnivore,other,low,frequently,wood,hybrid,hybrid,extra large,frequently,13.0,4.0,460.0,1.92,1203.0,5.12
7286,athletic,pescetarian,female,moderate,daily,solar,walk,diesel,small,never,15.0,3.0,474.0,0.35,1143.0,7.37
7287,average,pescetarian,male,low,frequently,solar,bike,electric,medium,never,12.0,5.0,171.0,11.32,173.0,3.18
7288,athletic,pescetarian,male,low,frequently,electricity,walk,petrol,extra large,never,11.0,7.0,381.0,0.43,107.0,2.36
7289,athletic,pescetarian,female,high,daily,electricity,private,electric,large,frequently,0.0,7.0,56.0,6.91,2039.0,6.09
7290,average,vegetarian,other,moderate,twice a day,electricity,public,hybrid,extra large,never,7.0,7.0,125.0,9.76,3824.0,6.99
7291,underweight,omnivore,female,high,twice a day,electricity,walk,petrol,medium,frequently,7.0,3.0,235.0,0.06,1520.0,9.56
7292,overweight,pescetarian,male,low,frequently,wood,walk,petrol,small,never,14.0,5.0,510.0,4.59,1356.0,6.47
7293,overweight,omnivore,male,high,rarely,solar,private,diesel,medium,frequently,2.0,2.0,391.0,3.66,3074.0,6.11
7294,overweight,vegan,male,high,rarely,gas,private,electric,extra large,frequently,7.0,1.0,219.0,2.5,1906.0,5.25
7295,underweight,pescetarian,female,low,daily,solar,walk,electric,small,rarely,17.0,5.0,279.0,1.98,2482.0,3.52
7296,athletic,omnivore,other,high,daily,solar,bike,electric,small,frequently,6.0,4.0,358.0,4.52,1861.0,9.56
7297,overweight,vegetarian,male,low,twice a day,electricity,walk,petrol,extra large,rarely,11.0,2.0,77.0,1.73,146.0,7.4
7298,underweight,omnivore,other,high,rarely,electricity,bike,hybrid,medium,never,14.0,3.0,232.0,2.34,4705.0,5.26
7299,athletic,pescetarian,male,moderate,daily,wood,public,hybrid,large,never,7.0,1.0,529.0,6.57,3207.0,5.79
7300,average,vegan,other,low,rarely,electricity,hybrid,diesel,medium,frequently,15.0,7.0,94.0,2.88,3011.0,9.62
7301,overweight,omnivore,female,moderate,rarely,wood,public,hybrid,large,never,4.0,3.0,555.0,0.93,1378.0,5.37
7302,athletic,vegan,male,high,frequently,solar,walk,electric,medium,never,4.0,3.0,312.0,10.38,3127.0,9.94
7303,overweight,vegetarian,male,moderate,frequently,solar,walk,diesel,extra large,frequently,8.0,5.0,184.0,5.2,2940.0,6.14
7304,overweight,omnivore,male,moderate,rarely,solar,bike,hybrid,medium,never,12.0,2.0,402.0,9.96,3224.0,9.25
7305,overweight,omnivore,female,moderate,twice a day,wood,private,hybrid,medium,never,14.0,1.0,99.0,0.62,1209.0,7.51
7306,athletic,vegetarian,female,high,daily,wood,bike,diesel,extra large,never,7.0,2.0,575.0,7.64,4390.0,1.98
